year,market,riceIndex,evidence,sourceNote
1603,edo,1.2101,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1827,edo,0.6119,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1828,edo,0.6556,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1829,edo,0.6423,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1830,edo,0.6134,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1831,edo,0.7043,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1832,edo,0.6291,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1833,edo,0.6483,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1834,edo,0.6356,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1835,edo,0.8198,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1836,edo,0.8339,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1837,edo,0.7387,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1838,edo,0.6668,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1839,edo,0.6736,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1840,edo,0.6398,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1841,edo,0.6957,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1842,edo,0.6286,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1843,edo,0.6271,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1844,edo,0.6357,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1845,edo,0.6242,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1846,edo,0.6243,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1847,edo,0.6850,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1848,edo,0.6215,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1849,edo,0.6212,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1850,edo,0.6210,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1851,edo,0.6196,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1852,edo,0.6186,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1853,edo,0.6169,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1854,edo,0.6166,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1855,edo,0.6153,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1856,edo,0.6350,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1857,edo,0.6253,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1858,edo,0.6161,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1859,edo,0.6269,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1860,edo,0.7117,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1861,edo,0.6117,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1862,edo,0.6104,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1863,edo,0.6093,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1864,edo,0.6090,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1865,edo,0.6069,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1866,edo,0.6058,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1867,edo,0.6047,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1868,edo,0.6260,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1869,edo,0.6345,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1870,edo,0.6016,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1871,edo,0.6005,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1872,edo,0.5995,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1873,edo,0.5983,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1874,edo,0.5994,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1875,edo,0.5983,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1876,edo,0.5973,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1877,edo,0.5963,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1878,edo,0.5952,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1879,edo,0.5943,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1880,edo,0.5933,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1881,edo,0.5923,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1882,edo,0.5914,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
